t_ns,parent,child,tx,ty,tz,yaw
1771970316488095430,robot1/odom,robot1/base_link,7.557482686617314,4.333748769209643,0.0,0.6275274181441254
1771970316563964243,robot1/odom,robot1/base_link,7.572024459171155,4.344296342480216,0.0,0.6275205514434189
1771970316613594502,robot1/odom,robot1/base_link,7.586613629815021,4.354878148015105,0.0,0.6275142170285113
1771970316688199993,robot1/odom,robot1/base_link,7.601155544123138,4.365425531233495,0.0,0.6275073585602392
1771970316781766512,robot1/odom,robot1/base_link,7.615744852614971,4.376007143083775,0.0,0.6275010297802097
1771970316838402893,robot1/odom,robot1/base_link,7.630286905533979,4.38655433423801,0.0,0.6274941759994895
1771970316923419064,robot1/odom,robot1/base_link,7.644876354518937,4.397135754539274,0.0,0.6274878517160485
1771970317045982738,robot1/odom,robot1/base_link,7.659418547070377,4.4076827545712085,0.0,0.6274810023447485
1771970317130856182,robot1/odom,robot1/base_link,7.674008135014254,4.418263982408947,0.0,0.6274746825238559
1771970317198703417,robot1/odom,robot1/base_link,7.679473264775812,4.422353721003534,0.0,0.6573924529904117
1771970317252974946,robot1/odom,robot1/base_link,7.68345514426921,4.425529138216146,0.0,0.688996501600277
1771970317316562779,robot1/odom,robot1/base_link,7.685927417467486,4.427637161811211,0.0,0.7230831968325648
1771970317356242999,robot1/odom,robot1/base_link,7.693851663053187,4.434699946960034,0.0,0.7328787008307002
1771970317423718735,robot1/odom,robot1/base_link,7.704013590967844,4.4438511847622575,0.0,0.7333496836668273
1771970317497629773,robot1/odom,robot1/base_link,7.715167649639777,4.453884228860834,0.0,0.7317247567224936
1771970317572552712,robot1/odom,robot1/base_link,7.7271010386973655,4.4645865940625775,0.0,0.730410523873566
1771970317677790967,robot1/odom,robot1/base_link,7.740907054827876,4.476946080556369,0.0,0.7299305461641279
1771970317733617396,robot1/odom,robot1/base_link,7.75444179916071,4.489057613325149,0.0,0.7299917312331368
1771970317822878142,robot1/odom,robot1/base_link,7.767931193699808,4.5011300614385785,0.0,0.7300537531467606
1771970317915384591,robot1/odom,robot1/base_link,7.781340396136608,4.513131825764756,0.0,0.7300815699457733
1771970318002258324,robot1/odom,robot1/base_link,7.794778510282481,4.525159911435444,0.0,0.7300904604245672
1771970318071658945,robot1/odom,robot1/base_link,7.80816749017777,4.5371441251594105,0.0,0.7300904244848792
1771970318154056811,robot1/odom,robot1/base_link,7.821598065247894,4.549165533827033,0.0,0.7300874772792149
1771970318252950929,robot1/odom,robot1/base_link,7.83498415734856,4.561147032581676,0.0,0.730082610581516
1771970318327770462,robot1/odom,robot1/base_link,7.848413417571477,4.573167051805326,0.0,0.7300777160824622
1771970318430566045,robot1/odom,robot1/base_link,7.861799066771213,4.585147909286145,0.0,0.7300720604933224
1771970318515021692,robot1/odom,robot1/base_link,7.875228336980093,4.597167678519479,0.0,0.7300668562951022
1771970318583158785,robot1/odom,robot1/base_link,7.888614072350532,4.609148349935301,0.0,0.7300610868028404
1771970318733880241,robot1/odom,robot1/base_link,7.90204340564802,4.621167909696749,0.0,0.7300558400398672
