t_ns,x,y,yaw,vx,wz
1771970273464666766,0.5179108311567273,0.4644709007886006,1.8687978991323777,0.49983440706679677,-0.0003368611138885141
1771970273501412000,0.5126276932903476,0.48167190501504165,1.868785656683811,0.49983446244507945,-0.000337168167319244
1771970273571069188,0.5073447737826847,0.49887294243543306,1.868773615439254,0.4998344269973433,-0.0003369178445725864
1771970273615475981,0.5020620577210485,0.516074057925658,1.8687614930041967,0.49983443209960043,-0.0003368945841168705
1771970273660297986,0.4967795499693888,0.5332752381964586,1.8687493686343126,0.49983443855310944,-0.0003368781988903616
1771970273729631543,0.4914972506602863,0.5504764828801013,1.8687372441051486,0.49983444533424104,-0.0003368636824405909
1771970274017102922,0.48621515982228325,0.5676777918838617,1.8687251197552106,0.4998344522636063,-0.00033684993740109285
1771970274027714574,0.4809332774630674,0.5848791651681181,1.8687129956826054,0.49983445939935356,-0.000336836268943193
1771970274098015021,0.4756516035841985,0.6020806027096112,1.8687008719192306,0.49983446718070734,-0.0003368208339697878
1771970274254176172,0.4703701381850347,0.6192821044917757,1.8686887484731995,0.4998344795702743,-0.0003367839293779563
1771970274303144539,0.4650888812640069,0.6364836705004343,1.8686766253423193,0.4998344739448576,-0.0003368716390516953
1771970274372494496,0.4598078328188745,0.6536853007231682,1.8686645025188513,0.4998344324864049,-0.00033653934711038943
1771970274425602047,0.4545269928480543,0.670886995147106,1.868652379990511,0.4998344814987676,-0.0003367651353979267
1771970274468850779,0.44924636135057794,0.6880887537578014,1.8686402577378713,0.4998344896196751,-0.0003367646286806836
1771970274506754893,0.447477629349034,0.6941729475263311,1.8387756301723475,0.4674519020878633,-0.08326038461643673
1771970274558513242,0.44607658884020523,0.6995115681827452,1.8161119214012758,0.43280045237109277,-0.14618145195496676
1771970274595412079,0.4452469571159006,0.7030175259612864,1.7902020665311882,0.3928250089681837,-0.2181195922885984
1771970274642092551,0.4449218922010798,0.7045907917044162,1.7588921520025806,0.3473042344493815,-0.3050578991117866
1771970274691610896,0.444794993112762,0.7053254366158879,1.7247952868024465,0.29939178684399004,-0.39973773643596466
1771970274763539483,0.4447549251609549,0.7056173657458411,1.6895975168694104,0.2502268963461178,-0.49747564334415345
1771970274847004717,0.4447349319099763,0.7058146765021401,1.65396326896042,0.20079436745474033,-0.5964259899498554
1771970274920709411,0.44473004099629987,0.7058895127863007,1.6181534499278851,0.1510192500519309,-0.6958640349748795
1771970275002057012,0.44472677341129374,0.706000552624908,1.5822765064031767,0.1013443930105026,-0.7954885377424066
1771970275072696242,0.44472704847025035,0.7060430528693086,1.5463724514401207,0.051479006452385255,-0.8951883508267364
1771970275109779005,0.4447311960360266,0.7061408591752464,1.5104591577662576,0.03415009132266836,-0.9119902011276503
1771970275204351673,0.4447340892248975,0.7061777355211167,1.474541275794257,0.018920848943125148,-0.9488073489092098
1771970275283074858,0.4447449414364652,0.7062723386932459,1.4386238948005874,0.009177369019466006,-0.9766060325857824
1771970275328225968,0.44608472514010045,0.7156477806035405,1.4190837398706408,0.03102258056934503,-0.9439122559217885
1771970275377959173,0.44812118270571377,0.728544188089815,1.4092775156329689,0.06521896038492139,-0.8764382532483921
1771970275561923387,0.45053950830577577,0.743232898190831,1.4059659909951039,0.10575168054998514,-0.7878653496508377
1771970275629702997,0.4530577203008602,0.758281757558302,1.4040274716719565,0.14758437209372427,-0.6942661035792028
1771970275670445799,0.4558953561962978,0.7750791552023945,1.4028591627006997,0.19469658835287412,-0.5980396867424751
1771970275743890434,0.4590585219608085,0.793737465273402,1.402864504474876,0.24695615641288665,-0.498366672023513
1771970275810336232,0.460298090635392,0.8005359495689268,1.3780300647533206,0.2660346006890579,-0.46761774079717194
1771970275862331688,0.4614120386754869,0.805895236099014,1.3536910813561709,0.280968120800141,-0.4354668789174644
1771970276028677721,0.46215174106374,0.8090185603918854,1.322807280877211,0.28978161453656986,-0.4214833192133355
1771970276106191062,0.462673240333409,0.8109436785678311,1.2896991425157391,0.2950576290129059,-0.4136798674572427
1771970276156550450,0.4629058381550422,0.8116994531228906,1.2547704164451046,0.2709464031838452,-0.4564258984035302
1771970276201385934,0.463032503680153,0.8120647147977095,1.2192151438992065,0.2357529700573906,-0.5279510325929311
1771970276245392478,0.4630818421953305,0.8121921169170049,1.1834157828720204,0.19478121695016443,-0.6181950225631214
1771970276282110845,0.46312949666560954,0.812303176875575,1.1475210174447306,0.1527333229507175,-0.7125179284090688
1771970276354940821,0.4631428114050791,0.8123313682017747,1.1115868727047187,0.10549938219228676,-0.809089694433232
1771970276409347619,0.4631786408753559,0.8124006659643385,1.0756383674930128,0.05314793277917255,-0.9089614916160764
1771970276498648114,0.4631855579975468,0.8124129416217936,1.0396827924058007,0.033990565461867205,-0.9398535342984063
1771970276812134330,0.46322263447062934,0.812473538285074,1.0037257372457988,0.01898244515256848,-0.972125955861833
1771970276865920773,0.4632288103468713,0.81248286162489,0.9677667354786512,0.010097263204452683,-0.9862237372178866
1771970276931354280,0.4632693507612842,0.8125395271816755,0.9318082724293253,0.004750274756434604,-0.9941413057952471
1771970276978420004,0.4632757554821089,0.8125478314358315,0.8958486420888512,0.002582748002596496,-0.9970049287670182
1771970277024188614,0.4633199892041687,0.8126011078108557,0.859889844615714,0.0017011601581123428,-0.9981258313439423
1771970277050301216,0.4633267556660725,0.8126086857647391,0.823929968606882,0.0013498558149992593,-0.9985717062929582
1771970277083920443,0.46337449176479345,0.8126584254974802,0.7879709452976357,0.0012056485131694765,-0.998750200408244
1771970277127876580,0.4633815828873648,0.8126653014090054,0.7520108198342774,0.001146478416650819,-0.9988223690842067
1771970277176083191,0.46343256344547,0.8127112962470697,0.7160515267380073,0.0011205052173718787,-0.9988523354302181
1771970277235641834,0.46343992192030015,0.8127174699833375,0.6800910905883809,0.0011080460921536477,-0.9988658383813688
1771970277324474037,0.46349385522721537,0.8127595106428276,0.6441314619967854,0.0011006660100366292,-0.9988729868024618
1771970277500636957,0.47034266193301194,0.8178026331921331,0.6252846839217305,0.024695637329181827,-0.9513390321022817
1771970277687257078,0.48171058561117525,0.8259602105223891,0.6195914094043052,0.06336877578117175,-0.8672690639584488
1771970277895200666,0.4850866285662845,0.8283093222325392,0.5962361620619481,0.07476464037147042,-0.8322568889637363
1771970277945798295,0.4864265711555744,0.8291909683538983,0.5676833926283619,0.07902792661140522,-0.8116845888526442
1771970278019036037,0.4897424212006554,0.8312260484568689,0.5332435809919037,0.08980733426337707,-0.8074621878182787
1771970278055214212,0.4917281164384138,0.8323551799243567,0.5008284267526824,0.09596131582144062,-0.7976181070682253
1771970278138180799,0.4926165183581935,0.8328216106704206,0.46610041016201564,0.09872124513870684,-0.7941955824218649
1771970278310005982,0.4929565550415724,0.8329851780122537,0.4306107123384028,0.09957870427894712,-0.7928911511089302
1771970278401212944,0.49315413901173316,0.8330716948778415,0.3948377632620793,0.10015120779935234,-0.7923703536830902
1771970278472722578,0.493216445648388,0.8330963568098008,0.3589499257863402,0.10014739373711365,-0.7921709339180815
1771970278550310604,0.4933019935127807,0.8331267129706882,0.3230176795772469,0.07677351982044794,-0.8396305676236668
1771970278628059614,0.49331868760578396,0.8331319694273972,0.2870660839204005,0.03795545069902777,-0.923681459677279
1771970279031962232,0.49338686634969886,0.833150771454601,0.25110800446606335,0.0267269190778086,-0.9586893266549443
1771970279081955839,0.5016514951196581,0.8351881869923226,0.23229778114881083,0.04591623006633379,-0.9316266985540613
1771970279153936862,0.5152709008337576,0.8383689828446228,0.22657474749352174,0.07395840334548534,-0.8518578708287207
1771970279248480142,0.5300288043750647,0.8417518854687139,0.22409251130104144,0.10967032494539028,-0.7687108762545746
1771970279315075824,0.5450227120443499,0.8451555908467967,0.2223532020159462,0.14959236643740717,-0.6770755781837521
1771970279376533541,0.5600098949432049,0.8485315348689546,0.22076186108516938,0.19121834781138522,-0.5829134757038043
1771970279428019393,0.5789905623249595,0.8527894772303941,0.2205923372051982,0.24465360175191103,-0.4840150723807632
1771970279503146589,0.5974436533086348,0.8569317003278079,0.22103347012485847,0.2970015826011586,-0.38310126572578
1771970279559021485,0.6153098844875642,0.86094924040308,0.22134374513893876,0.3476171096528125,-0.28242759566157194
1771970279644693587,0.6330290572180878,0.8649378945531042,0.2214828430780377,0.3980200348940599,-0.18217566900632992
1771970279710709129,0.6506084529652191,0.8688968457748534,0.22153447124029801,0.44787820375910253,-0.08214870340483219
1771970279760263982,0.6682128187798683,0.8728620332305311,0.22154910919503834,0.47435935341784263,-0.029857422093825303
1771970279843894195,0.6857470322189977,0.8768115455522822,0.2215481391900909,0.485435985015134,-0.013962800842902221
