t_ns,angle_min,angle_inc,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,r101,r102,r103,r104,r105,r106,r107,r108,r109,r110,r111,r112,r113,r114,r115,r116,r117,r118,r119,r120,r121,r122,r123,r124,r125,r126,r127,r128,r129,r130,r131,r132,r133,r134,r135,r136,r137,r138,r139,r140,r141,r142,r143,r144,r145,r146,r147,r148,r149,r150,r151,r152,r153,r154,r155,r156,r157,r158,r159,r160,r161,r162,r163,r164,r165,r166,r167,r168,r169,r170,r171,r172,r173,r174,r175,r176,r177,r178,r179,r180,r181,r182,r183,r184,r185,r186,r187,r188,r189,r190,r191,r192,r193,r194,r195,r196,r197,r198,r199,r200,r201,r202,r203,r204,r205,r206,r207,r208,r209,r210,r211,r212,r213,r214,r215,r216,r217,r218,r219,r220,r221,r222,r223,r224,r225,r226,r227,r228,r229,r230,r231,r232,r233,r234,r235,r236,r237,r238,r239,r240,r241,r242,r243,r244,r245,r246,r247,r248,r249,r250,r251,r252,r253,r254,r255,r256,r257,r258,r259,r260,r261,r262,r263,r264,r265,r266,r267,r268,r269,r270,r271,r272,r273,r274,r275,r276,r277,r278,r279,r280,r281,r282,r283,r284,r285,r286,r287,r288,r289,r290,r291,r292,r293,r294,r295,r296,r297,r298,r299,r300,r301,r302,r303,r304,r305,r306,r307,r308,r309,r310,r311,r312,r313,r314,r315,r316,r317,r318,r319,r320,r321,r322,r323,r324,r325,r326,r327,r328,r329,r330,r331,r332,r333,r334,r335,r336,r337,r338,r339,r340,r341,r342,r343,r344,r345,r346,r347,r348,r349,r350,r351,r352,r353,r354,r355,r356,r357,r358,r359
1771970259546107435,-3.140000104904175,0.01749303564429283,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.4278106689453125,2.3907687664031982,2.3555502891540527,2.3220551013946533,2.290189504623413,2.25986909866333,2.23101544380188,2.203554153442383,2.1774191856384277,2.15254807472229,2.1288819313049316,2.1063692569732666,2.084958076477051,2.064603805541992,2.0452628135681152,2.0268948078155518,2.0094642639160156,1.9929343461990356,1.977274775505066,1.9624558687210083,1.9484483003616333,1.9352277517318726,1.922769546508789,1.9637726545333862,2.0707337856292725,2.1907269954681396,2.3262369632720947,2.480426549911499,2.6573781967163086,2.862459182739258,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.6950273513793945,5.536902904510498,5.456314563751221,5.520729064941406,5.588413238525391,5.659531116485596,5.734259605407715,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.3022420406341553,2.293668031692505,2.2858543395996094,2.2787888050079346,2.2724599838256836,2.266857624053955,2.2619736194610596,2.2578001022338867,2.2543303966522217,2.251559019088745,2.2494823932647705,2.2480967044830322,2.2473998069763184,2.2473909854888916,2.248070001602173,2.2494380474090576,2.251497268676758,2.2542502880096436,2.257702112197876,2.261857509613037,2.2667229175567627,2.2723066806793213,2.2786166667938232,2.28566312789917,2.293457269668579,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.5840976238250732,3.539013147354126,3.4961063861846924,3.455271005630493,3.416412830352783,3.379441499710083,3.3442740440368652,3.31083345413208,3.279048442840576,3.2488527297973633,3.220184564590454,3.192986488342285,3.1672048568725586,3.1427900791168213,3.1196963787078857,3.1552562713623047,3.3035404682159424,3.467564582824707,3.6499016284942627,3.8537237644195557,inf,inf,inf,inf,inf,inf,inf,inf,6.7154645919799805,6.699336528778076,6.685327529907227,6.6734137535095215,6.663578033447266,6.655805587768555,6.650083065032959,6.646402835845947,6.644759178161621,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.132171630859375,9.45624828338623,9.349379539489746,9.39710521697998,9.448227882385254,9.502833366394043,9.561015129089355,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.2456693649292,10.021036148071289,9.808979988098145,9.608591079711914,9.345285415649414,9.167255401611328,8.99858570098877,8.838664054870605,8.713105201721191,8.874061584472656,9.043895721435547,9.223235130310059,9.412769317626953,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.7580461502075195,7.704347610473633,7.653712749481201,7.606051445007324,3.2777132987976074,3.2595267295837402,3.242527484893799,3.226686477661133,3.211977958679199,3.1983768939971924,3.185861825942993,3.1744112968444824,3.1640076637268066,3.154634475708008,3.1462767124176025,3.138920545578003,3.1325550079345703,3.1271703243255615,3.122758150100708,3.119311809539795,3.1168251037597656,3.6408584117889404,inf
1771970259548293604,-3.140000104904175,0.01749303564429283,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.427818775177002,2.3907766342163086,2.355557441711426,2.3220620155334473,2.290196180343628,2.259875535964966,2.231020927429199,2.203559398651123,2.177424907684326,2.152552604675293,2.128887176513672,2.1063740253448486,2.084962844848633,2.064607620239258,2.045266628265381,2.0268988609313965,2.009467840194702,1.9929381608963013,1.9772779941558838,1.9624587297439575,1.9484511613845825,1.9352304935455322,1.9227722883224487,1.9638080596923828,2.070769786834717,2.190763473510742,2.3262741565704346,2.4804635047912598,2.6574149131774902,2.8624958992004395,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.6951117515563965,5.536983489990234,5.456356048583984,5.520772933959961,5.588459014892578,5.659579277038574,5.734310150146484,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.3022255897521973,2.2936513423919678,2.2858376502990723,2.2787718772888184,2.2724430561065674,2.266840934753418,2.2619569301605225,2.2577829360961914,2.2543132305145264,2.25154185295105,2.249464988708496,2.2480790615081787,2.247382164001465,2.247373104095459,2.2480521202087402,2.249419927597046,2.251478910446167,2.2542314529418945,2.257683277130127,2.261838674545288,2.2667043209075928,2.272287368774414,2.278597116470337,2.2856435775756836,2.2934374809265137,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.584106683731079,3.539022207260132,3.496114492416382,3.4552788734436035,3.4164204597473145,3.379448652267456,3.34428071975708,3.310839891433716,3.279054641723633,3.248858690261841,3.2201902866363525,3.1929914951324463,3.1672098636627197,3.1427948474884033,3.1197009086608887,3.155179023742676,3.3034582138061523,3.4674758911132812,3.649806261062622,3.8536205291748047,inf,inf,inf,inf,inf,inf,inf,inf,6.71546745300293,6.699339389801025,6.685329914093018,6.6734161376953125,6.66357946395874,6.655807018280029,6.650084018707275,6.646402835845947,6.644758701324463,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.132391929626465,9.456445693969727,9.349370002746582,9.397095680236816,9.448216438293457,9.502821922302246,9.561003684997559,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.245745658874512,10.021109580993652,9.809049606323242,9.608657836914062,9.345349311828613,9.167317390441895,8.99864387512207,8.83872127532959,8.713072776794434,8.874028205871582,9.04386043548584,9.223197937011719,9.412729263305664,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.758077144622803,7.704377174377441,7.653741836547852,7.606080055236816,3.277736186981201,3.2595489025115967,3.242549419403076,3.226707935333252,3.2119991779327393,3.1983978748321533,3.185882329940796,3.174431800842285,3.1640279293060303,3.1546545028686523,3.1462960243225098,3.1389400959014893,3.1325745582580566,3.1271893978118896,3.122777223587036,3.119330406188965,3.1168437004089355,3.640188217163086,inf
1771970259924411242,-3.140000104904175,0.01749303564429283,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.427825689315796,2.3907830715179443,2.3555638790130615,2.322068214416504,2.2902019023895264,2.259880781173706,2.2310259342193604,2.2035648822784424,2.177429676055908,2.152557611465454,2.1288914680480957,2.1063780784606934,2.0849666595458984,2.0646111965179443,2.0452702045440674,2.026902437210083,2.0094709396362305,1.9929412603378296,1.9772809743881226,1.9624615907669067,1.948453664779663,1.9352329969406128,1.922774076461792,1.9637608528137207,2.0707192420959473,2.1907079219818115,2.326213836669922,2.4803974628448486,2.6573410034179688,2.8624134063720703,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.695158958435059,5.5370283126831055,5.456343650817871,5.5207600593566895,5.588445663452148,5.659564971923828,5.73429536819458,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.302236795425415,2.2936623096466064,2.285848379135132,2.278782367706299,2.2724533081054688,2.2668509483337402,2.2619667053222656,2.2577929496765137,2.2543227672576904,2.251551389694214,2.249474287033081,2.2480883598327637,2.2473912239074707,2.247382164001465,2.248060941696167,2.2494287490844727,2.2514874935150146,2.2542402744293213,2.2576918601989746,2.2618470191955566,2.266712188720703,2.2722952365875244,2.2786049842834473,2.2856509685516357,2.293444871902466,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.5841147899627686,3.5390303134918213,3.496122121810913,3.455286741256714,3.4164271354675293,3.379455089569092,3.344287157058716,3.3108458518981934,3.2790603637695312,3.24886417388916,3.2201955318450928,3.1929967403411865,3.1672141551971436,3.142799139022827,3.1197049617767334,3.155176877975464,3.303454875946045,3.467470407485962,3.6497981548309326,3.853609800338745,inf,inf,inf,inf,inf,inf,inf,inf,6.715470790863037,6.699342250823975,6.685332298278809,6.673417568206787,6.663581371307373,6.655808448791504,6.650084495544434,6.6464033126831055,6.644758701324463,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.132491111755371,9.456528663635254,9.34936237335205,9.397087097167969,9.44820785522461,9.50281047821045,9.560992240905762,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.24577522277832,10.021136283874512,9.809073448181152,9.608681678771973,9.345370292663574,9.167336463928223,8.998661041259766,8.838737487792969,8.713043212890625,8.87399673461914,9.043827056884766,9.223163604736328,9.412692070007324,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.758077621459961,7.7043776512146,7.653741359710693,7.6060791015625,3.2777299880981445,3.25954270362854,3.2425432205200195,3.2267017364501953,3.2119927406311035,3.1983911991119385,3.185875177383423,3.174424648284912,3.1640207767486572,3.1546471118927,3.1462883949279785,3.138932228088379,3.132565975189209,3.1271815299987793,3.1227688789367676,3.119321823120117,3.116835117340088,3.6395699977874756,inf
1771970260371970673,-3.140000104904175,0.01749303564429283,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.4278321266174316,2.390789747238159,2.3555703163146973,2.3220741748809814,2.2902071475982666,2.259885787963867,2.2310314178466797,2.2035694122314453,2.177433967590332,2.152561902999878,2.1288955211639404,2.106382131576538,2.084970474243164,2.06461501121521,2.045273542404175,2.0269055366516113,2.009474039077759,1.9929434061050415,1.9772835969924927,1.962463617324829,1.9484556913375854,1.9352350234985352,1.9227763414382935,1.9636316299438477,2.0705814361572266,2.190561532974243,2.3260562419891357,2.480227470397949,2.6571567058563232,2.8622117042541504,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.695168495178223,5.537036895751953,5.456277847290039,5.520690441131592,5.588372707366943,5.659488201141357,5.734214782714844,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.302274703979492,2.2937002182006836,2.28588604927063,2.2788197994232178,2.2724907398223877,2.26688814163208,2.2620036602020264,2.257829427719116,2.254359245300293,2.2515876293182373,2.2495105266571045,2.248124361038208,2.247427225112915,2.247417688369751,2.248096466064453,2.2494640350341797,2.2515225410461426,2.2542755603790283,2.2577269077301025,2.2618820667266846,2.266747236251831,2.2723305225372314,2.278640031814575,2.2856862545013428,2.293480157852173,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.584122896194458,3.5390379428863525,3.4961297512054443,3.4552934169769287,3.4164340496063232,3.3794617652893066,3.344292640686035,3.3108513355255127,3.2790656089782715,3.2488691806793213,3.2202000617980957,3.1930010318756104,3.1672186851501465,3.142803192138672,3.11970853805542,3.1552505493164062,3.303530693054199,3.467548370361328,3.64987850189209,3.8536927700042725,inf,inf,inf,inf,inf,inf,inf,inf,6.715473651885986,6.699345111846924,6.685334205627441,6.673418998718262,6.663582801818848,6.65580940246582,6.65008544921875,6.646404266357422,6.644759178161621,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.132466316223145,9.456496238708496,9.349352836608887,9.397077560424805,9.448197364807129,9.502800941467285,9.560980796813965,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.245756149291992,10.021116256713867,9.809053421020508,9.608659744262695,9.345348358154297,9.167313575744629,8.998638153076172,8.838714599609375,8.71301555633545,8.873968124389648,9.04379653930664,9.22313117980957,9.412657737731934,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.7580485343933105,7.704347610473633,7.653711318969727,7.606048583984375,3.277695655822754,3.2595083713531494,3.24250864982605,3.2266671657562256,3.211958169937134,3.1983563899993896,3.1858408451080322,3.1743900775909424,3.1639857292175293,3.154611825942993,3.1462535858154297,3.138896942138672,3.13253116607666,3.1271462440490723,3.1227333545684814,3.119286298751831,3.1167995929718018,3.6389920711517334,inf
1771970260548317064,-3.140000104904175,0.01749303564429283,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.427839517593384,2.390796184539795,2.355576515197754,2.322080135345459,2.2902135848999023,2.2598917484283447,2.23103666305542,2.2035741806030273,2.1774392127990723,2.152566432952881,2.128899574279785,2.1063859462738037,2.0849742889404297,2.0646185874938965,2.0452768802642822,2.0269088745117188,2.009477376937866,1.9929465055465698,1.9772865772247314,1.9624664783477783,1.9484583139419556,1.9352375268936157,1.9227787256240845,1.9635852575302124,2.070531129837036,2.190507173538208,2.3259968757629395,2.4801619052886963,2.6570847034454346,2.8621304035186768,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.695215225219727,5.537080764770508,5.456265449523926,5.5206780433654785,5.588359355926514,5.6594743728637695,5.7342000007629395,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.3022854328155518,2.293710947036743,2.2858965396881104,2.2788302898406982,2.27250075340271,2.2668979167938232,2.2620134353637695,2.2578389644622803,2.254368782043457,2.2515969276428223,2.2495198249816895,2.248133420944214,2.247436046600342,2.247426748275757,2.24810528755188,2.2494726181030273,2.2515313625335693,2.254283905029297,2.257735252380371,2.261890172958374,2.2667553424835205,2.272338390350342,2.2786481380462646,2.285694122314453,2.293488025665283,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.5841314792633057,3.539046049118042,3.4961371421813965,3.4553005695343018,3.416440963745117,3.3794682025909424,3.34429931640625,3.3108575344085693,3.27907133102417,3.2488746643066406,3.220205307006836,3.1930062770843506,3.1672229766845703,3.1428074836730957,3.119713068008423,3.1552493572235107,3.30352783203125,3.467543840408325,3.649871587753296,3.85368275642395,inf,inf,inf,inf,inf,inf,inf,inf,6.7154765129089355,6.699348449707031,6.685336589813232,6.673421859741211,6.663584232330322,6.655810832977295,6.650085926055908,6.646404266357422,6.644759178161621,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.132561683654785,9.45657730102539,9.349345207214355,9.39706802368164,9.448187828063965,9.502790451049805,9.560969352722168,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.245782852172852,10.02114200592041,9.809078216552734,9.608682632446289,9.345368385314941,9.16733169555664,8.998655319213867,8.838728904724121,8.712986946105957,8.873937606811523,9.0437650680542,9.22309684753418,9.412622451782227,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.758049011230469,7.704347610473633,7.653710842132568,7.606047630310059,3.2776894569396973,3.259502410888672,3.242502450942993,3.22666072845459,3.211951494216919,3.198349714279175,3.1858339309692383,3.1743826866149902,3.1639785766601562,3.154604911804199,3.1462461948394775,3.1388893127441406,3.13252329826355,3.127138137817383,3.122725009918213,3.1192779541015625,3.116791009902954,3.638375759124756,inf
1771970260730665838,-3.140000104904175,0.01749303564429283,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.4278457164764404,2.3908021450042725,2.3555822372436523,2.322085380554199,2.2902185916900635,2.259896755218506,2.231041193008423,2.2035787105560303,2.177443504333496,2.1525704860687256,2.12890362739563,2.1063897609710693,2.084977865219116,2.064621925354004,2.0452802181243896,2.026911973953247,2.0094802379608154,1.992949366569519,1.9772893190383911,1.9624689817428589,1.9484609365463257,1.9352397918701172,1.922780990600586,1.9635428190231323,2.0704853534698486,2.190457344055176,2.325942277908325,2.480102300643921,2.6570181846618652,2.862056255340576,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.695257663726807,5.537121295928955,5.456254959106445,5.520666599273682,5.588347434997559,5.659461975097656,5.73418664932251,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.302295684814453,2.2937207221984863,2.2859058380126953,2.278839588165283,2.272509813308716,2.266906976699829,2.2620224952697754,2.257847785949707,2.2543773651123047,2.251605749130249,2.249528169631958,2.2481417655944824,2.2474443912506104,2.2474348545074463,2.2481133937835693,2.249480724334717,2.2515389919281006,2.2542917728424072,2.2577426433563232,2.2618980407714844,2.2667627334594727,2.272346019744873,2.2786550521850586,2.285701036453247,2.293494939804077,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.584138870239258,3.539053201675415,3.4961440563201904,3.4553074836730957,3.416447401046753,3.37947416305542,3.3443048000335693,3.3108627796173096,3.2790768146514893,3.2488794326782227,3.220209836959839,3.193010091781616,3.167227268218994,3.1428115367889404,3.1197164058685303,3.1552481651306152,3.303525447845459,3.4675395488739014,3.6498656272888184,3.8536741733551025,inf,inf,inf,inf,inf,inf,inf,inf,6.715478897094727,6.699350357055664,6.685338973999023,6.6734232902526855,6.663585662841797,6.655811786651611,6.650086879730225,6.64640474319458,6.644759178161621,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.132648468017578,9.456649780273438,9.34933853149414,9.39706039428711,9.448179244995117,9.50278091430664,9.560959815979004,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.245808601379395,10.021166801452637,9.809099197387695,9.608701705932617,9.34538745880127,9.167348861694336,8.99867057800293,8.838743209838867,8.712961196899414,8.873909950256348,9.043736457824707,9.223065376281738,9.412590026855469,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.758049011230469,7.704347610473633,7.65371036529541,7.606046676635742,3.277683973312378,3.2594962120056152,3.2424962520599365,3.226654529571533,3.2119452953338623,3.198343515396118,3.1858272552490234,3.1743762493133545,3.1639719009399414,3.1545979976654053,3.1462388038635254,3.1388821601867676,3.1325156688690186,3.1271305084228516,3.1227176189422607,3.119270086288452,3.1167829036712646,3.637819766998291,inf
1771970260857850222,-3.140000104904175,0.01749303564429283,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.42785382270813,2.3908097743988037,2.3555893898010254,2.3220925331115723,2.2902252674102783,2.2599031925201416,2.2310473918914795,2.203584671020508,2.1774485111236572,2.1525752544403076,2.12890887260437,2.106394052505493,2.084981918334961,2.064626455307007,2.0452847480773926,2.0269155502319336,2.009483575820923,1.9929527044296265,1.9772922992706299,1.9624719619750977,1.948463797569275,1.9352425336837769,1.9227834939956665,1.9635759592056274,2.07051944732666,2.1904914379119873,2.325976848602295,2.4801371097564697,2.657052755355835,2.8620903491973877,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.695343494415283,5.537203788757324,5.456295967102051,5.520709991455078,5.588393211364746,5.659509658813477,5.734237194061279,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.3022797107696533,2.2937047481536865,2.2858901023864746,2.2788233757019043,2.272493839263916,2.2668910026550293,2.2620060443878174,2.257831335067749,2.2543609142303467,2.251588821411133,2.249511241912842,2.248124599456787,2.247427225112915,2.247417449951172,2.248095750808716,2.2494630813598633,2.251521348953247,2.2542736530303955,2.2577247619628906,2.2618792057037354,2.266744375228882,2.272326946258545,2.2786364555358887,2.285681962966919,2.29347562789917,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.584148645401001,3.539062023162842,3.496152400970459,3.455315351486206,3.416454792022705,3.379481315612793,3.3443119525909424,3.3108692169189453,3.279082775115967,3.248885154724121,3.220215320587158,3.1930158138275146,3.167232036590576,3.1428163051605225,3.1197211742401123,3.1551716327667236,3.303443670272827,3.467451810836792,3.649770975112915,3.853572130203247,inf,inf,inf,inf,inf,inf,inf,inf,6.715482711791992,6.6993536949157715,6.6853413581848145,6.673426628112793,6.6635870933532715,6.655813217163086,6.650087833404541,6.64640474319458,6.644758701324463,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.132871627807617,9.45684814453125,9.34932804107666,9.397049903869629,9.44816780090332,9.50277042388916,9.56094741821289,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.24588394165039,10.021239280700684,9.809168815612793,9.608768463134766,9.345450401306152,9.167410850524902,8.998729705810547,8.838800430297852,8.712928771972656,8.873875617980957,9.043699264526367,9.223028182983398,9.412550926208496,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.758079528808594,7.704377174377441,7.6537394523620605,7.606074810028076,3.2777061462402344,3.2595181465148926,3.2425177097320557,3.2266759872436523,3.2119662761688232,3.1983642578125,3.185847759246826,3.17439603805542,3.163991928100586,3.1546175479888916,3.1462583541870117,3.138901472091675,3.1325347423553467,3.1271491050720215,3.1227359771728516,3.119288206100464,3.1168010234832764,3.637153387069702,inf
