x,y,theta,mean_error,initial_x,initial_y,initial_theta,mean_error_initial,odom_x,odom_y,odom_theta
0.6328211965708408,-3.882967738361264,0.04640734150305718,0.15049609257365285,0.4024977038391011,-4.057716749109453,-0.1055072399736749,0.2909819083748374,0.4024977038391011,-4.057716749109453,-0.1055072399736749
0.6787035331525715,-3.8846725354322706,0.04621223148652097,0.1519252759932098,0.4203634436275916,-4.059608654231933,-0.1054977864568961,0.2795014089216292,0.4203634436275916,-4.059608654231933,-0.1054977864568961
0.6787035331525695,-3.884672535432268,0.04621223148652265,0.15192527599320785,0.4382873609316689,-4.061506540037817,-0.10548737053942751,0.2797228847146913,0.4382873609316689,-4.061506540037817,-0.10548737053942751
0.6787035331525694,-3.8846725354322675,0.04621223148652172,0.15192527599320768,0.4561531383668588,-4.063398090176622,-0.1054779161794396,0.27908448857675416,0.4561531383668588,-4.063398090176622,-0.1054779161794396
0.6787035331525701,-3.884672535432268,0.04621223148652206,0.15192527599320763,0.4740770932988869,-4.065295619812908,-0.1054674994223641,0.2781820184172804,0.4740770932988869,-4.065295619812908,-0.1054674994223641
0.7260363670476659,-3.8877102108301256,0.04629674936469356,0.15235628487888675,0.4919429083616475,-4.067186814935643,-0.1054580442632237,0.2832873936102878,0.4919429083616475,-4.067186814935643,-0.1054580442632237
0.7260363670476679,-3.887710210830127,0.04629674936469377,0.15235628487888814,0.5098669009105752,-4.069083988371472,-0.10544762668919182,0.283875307878557,0.5098669009105752,-4.069083988371472,-0.10544762668919182
0.7260363670476675,-3.8877102108301274,0.04629674936469438,0.1523562848788882,0.527732753584391,-4.070974828447588,-0.105438170732497,0.28385315303628755,0.527732753584391,-4.070974828447588,-0.105438170732497
0.7745101837299144,-3.877024279811255,0.04465474508702464,0.15325844520528176,0.5456567837369982,-4.072871645652065,-0.1054277523105186,0.28738478803882966,0.5456567837369982,-4.072871645652065,-0.1054277523105186
0.774510183729917,-3.877024279811255,0.04465474508702413,0.15325844520528345,0.5635226739842145,-4.074762130646483,-0.1054182954291009,0.3049793248300732,0.5635226739842145,-4.074762130646483,-0.1054182954291009
0.7745101837299151,-3.877024279811256,0.04465474508702405,0.15325844520528267,0.5814467416384058,-4.076658591572346,-0.1054078756625609,0.3049464842077549,0.5814467416384058,-4.076658591572346,-0.1054078756625609
0.8280423740533808,-3.8798807144693637,0.04598262200201379,0.15467081024889892,0.5993126685268969,-4.078548721298652,-0.105398412683654,0.2688528466136724,0.5993126685268969,-4.078548721298652,-0.105398412683654
0.8280423740533807,-3.879880714469362,0.04598262200201458,0.15467081024889714,0.6172367759638063,-4.080444826176464,-0.1053880052710176,0.2681589148840908,0.6172367759638063,-4.080444826176464,-0.1053880052710176
0.82804237405338,-3.8798807144693614,0.045982622002014896,0.15467081024889845,0.6351027406181439,-4.082334600968597,-0.105378547478149,0.26885039766855484,0.6351027406181439,-4.082334600968597,-0.105378547478149
0.8694707318993982,-3.881839334363118,0.04710908507468979,0.15572252288569502,0.6530268846207254,-4.084230349486011,-0.10536812043226859,0.27843066404128136,0.6530268846207254,-4.084230349486011,-0.10536812043226859
0.8694707318993987,-3.881839334363118,0.047109085074690395,0.15572252288569602,0.659185141535283,-4.084786768509913,-0.0748491893594482,0.2501005520834989,0.659185141535283,-4.084786768509913,-0.0748491893594482
0.8867378084140878,-3.8810027446823856,0.09972412441301406,0.15440966666002545,0.6639264259431625,-4.085066456932473,-0.0429942691970777,0.2619737921640542,0.6639264259431625,-4.085066456932473,-0.0429942691970777
0.8867378084140878,-3.8810027446823874,0.09972412441301341,0.15440966666002665,0.6677364441012775,-4.085166705182327,-0.0096170943555373,0.2333433995192967,0.6677364441012775,-4.085166705182327,-0.0096170943555373
0.8867378084140892,-3.8810027446823874,0.09972412441301347,0.1544096666600266,0.6696660829171912,-4.085150859215043,0.0260404902545037,0.21339415496491596,0.6696660829171912,-4.085150859215043,0.0260404902545037
0.8858753409372633,-3.8769453698318856,0.1904576801561983,0.1554112158396134,0.6705102780459863,-4.0851134543176935,0.0625182960372171,0.24567107347552083,0.6705102780459863,-4.0851134543176935,0.0625182960372171
0.8885675945308594,-3.882821165913173,0.18954851081678747,0.15540014997690374,0.6708222642650628,-4.085088232246259,0.09881792065394332,0.22643990913235143,0.6708222642650628,-4.085088232246259,0.09881792065394332
0.8885675945308609,-3.8828211659131733,0.1895485108167869,0.15540014997690502,0.671012696209863,-4.08506587087769,0.1349604402279864,0.207387740373971,0.671012696209863,-4.08506587087769,0.1349604402279864
0.8840234486665655,-3.86872480819544,0.28105542588475596,0.15446857030844233,0.6710719368548238,-4.085056736053127,0.1710267758406707,0.23782772429919144,0.6710719368548238,-4.085056736053127,0.1710267758406707
0.8840234486665685,-3.868724808195444,0.2810554258847568,0.15446857030844333,0.6711608203422819,-4.085039730098846,0.20706113146144461,0.2170245106761242,0.6711608203422819,-4.085039730098846,0.20706113146144461
0.8840234486665681,-3.8687248081954437,0.281055425884756,0.15446857030844338,0.6711801019952732,-4.085035315555207,0.24308160163015494,0.19592936247656156,0.6711801019952732,-4.085035315555207,0.24308160163015494
0.8942067799990874,-3.8793845828722384,0.37530213015391933,0.15647861785917888,0.6712513104970036,-4.085016289412941,0.279098730492465,0.23643172402963497,0.6712513104970036,-4.085016289412941,0.279098730492465
0.8942067799990872,-3.8793845828722366,0.3753021301539187,0.1564786178591793,0.6712640182686214,-4.085012398719529,0.3151101677214383,0.21101584569113543,0.6712640182686214,-4.085012398719529,0.3151101677214383
0.8988044695970278,-3.877999762745287,0.46411308904106024,0.15551160064999617,0.6713313390230767,-4.08498910505254,0.3511218522526388,0.24660224433891065,0.6713313390230767,-4.08498910505254,0.3511218522526388
0.89880446959703,-3.877999762745288,0.46411308904105836,0.15551160064999736,0.6713423761474795,-4.084984835236492,0.3871326635523769,0.2222146497227254,0.6713423761474795,-4.084984835236492,0.3871326635523769
0.8988044695970294,-3.877999762745289,0.46411308904106,0.155511600649997,0.6714072009614976,-4.084957034278201,0.423143357819236,0.20151558684855667,0.6714072009614976,-4.084957034278201,0.423143357819236
0.8974238368613934,-3.8673303518627407,0.46603937923616756,0.15559397534672495,0.671417511973014,-4.084952165581274,0.4591534553120699,0.19589772226613286,0.671417511973014,-4.084952165581274,0.4591534553120699
0.9003224483920405,-3.874192250425406,0.5501759584543137,0.15615701924235573,0.6714798798038712,-4.084919921130932,0.495163539332522,0.20772278830274218,0.6714798798038712,-4.084919921130932,0.495163539332522
0.8998200685331732,-3.873607436369861,0.5504106555710576,0.15615699437548863,0.671489563814473,-4.08491446394152,0.5311731193252147,0.19542669495703596,0.671489563814473,-4.08491446394152,0.5311731193252147
0.892322197793553,-3.879155879300125,0.6394734942666152,0.15341906474856626,0.6715492053779786,-4.084877964815135,0.5671827052858627,0.21355852286621874,0.6715492053779786,-4.084877964815135,0.5671827052858627
0.8923221977935522,-3.8791558793001277,0.6394734942666163,0.15341906474856484,0.6715582425541631,-4.0848719767127175,0.6031918439645807,0.19693932500314285,0.6715582425541631,-4.0848719767127175,0.6031918439645807
0.8935464375807614,-3.8803852255678386,0.6397898106876039,0.15341748981849415,0.6716148786747929,-4.084831441292492,0.6392010018279082,0.19757797592408616,0.6716148786747929,-4.084831441292492,0.6392010018279082
